ID_ученика,Класс,Район,Средний_балл,Часы_самоподготовки_в_неделю,Посещаемость_%,Уверенность_в_себе,Уровень_стресса_перед_экзаменом,Пропущенные_дни,Тип_школы,Рез_экзамена,Индекс_качества_школы,Стабильность_преподавателей,Доступ_к_ресурсам,Образовательная_среда
683,11,Сино,4.512,20,85.839,6.0,4.0,7,Лицей/гимназия,1,0.625,0.285,0.2614,0.3646
684,11,Исмоили Сомони,4.238,15,74.893,5.0,6.0,7,Обычная школа,0,0.4749,0.2211,0.385,0.3697
685,11,Сино,4.22,15,79.747,5.0,4.0,8,Обычная школа,1,0.4848,0.1895,0.478,0.526
686,11,Сино,3.868,8,69.444,3.0,7.0,15,Обычная школа,0,0.3658,0.1606,0.2726,0.1209
687,11,Исмоили Сомони,3.379,6,69.748,2.0,6.0,10,Обычная школа,0,0.0215,0.0637,0.1351,0.1811
688,11,Сино,3.95,14,73.857,5.0,6.0,11,Обычная школа,1,0.3331,0.2627,0.2249,0.0996
689,11,Исмоили Сомони,4.117,17,81.662,3.0,5.0,10,Обычная школа,1,0.4548,0.4538,0.4142,0.2486
690,11,Сино,4.827,11,79.898,7.0,5.0,10,Лицей/гимназия,1,0.683,0.1522,0.8324,0.4669
691,11,Исмоили Сомони,4.162,10,81.46,5.0,6.0,10,Обычная школа,0,0.3045,0.1182,0.3144,0.3872
692,11,Фирдавси,3.88,15,77.901,5.0,6.0,4,Обычная школа,1,0.3948,0.2589,0.2963,0.4409
693,11,Сино,3.831,8,73.644,5.0,6.0,12,Обычная школа,1,0.1954,0.0,0.4115,0.4188
694,11,Исмоили Сомони,4.1,16,85.706,5.0,5.0,6,Обычная школа,1,0.4385,0.2627,0.2048,0.5701
695,11,Фирдавси,3.748,10,78.884,1.0,6.0,11,Обычная школа,0,0.2972,0.2103,0.0904,0.3027
696,11,Исмоили Сомони,3.921,15,84.579,4.0,6.0,11,Обычная школа,0,0.3103,0.1411,0.4551,0.3281
697,11,Исмоили Сомони,3.952,13,79.612,4.0,8.0,10,Обычная школа,1,0.304,0.2004,0.3571,0.2823
698,11,Исмоили Сомони,4.103,21,86.673,4.0,5.0,3,Обычная школа,1,0.447,0.1941,0.2609,0.4926
699,11,Исмоили Сомони,4.266,11,78.97,5.0,4.0,8,Обычная школа,1,0.3997,0.2394,0.5566,0.5323
700,11,Исмоили Сомони,4.579,13,83.516,6.0,3.0,9,Лицей/гимназия,1,0.505,0.3762,0.3811,0.4923
701,11,Исмоили Сомони,3.942,10,76.708,3.0,5.0,9,Обычная школа,1,0.3795,0.2576,0.276,0.2922
702,11,Фирдавси,3.35,8,72.737,4.0,5.0,11,Обычная школа,0,0.3987,0.2056,0.395,0.2894
703,11,Исмоили Сомони,3.949,9,73.517,5.0,5.0,17,Обычная школа,1,0.3918,0.1567,0.52,0.3972
704,11,Шохмансур,3.886,9,79.827,4.0,7.0,6,Обычная школа,1,0.3967,0.1002,0.0487,0.3275
705,11,Сино,4.404,14,80.56,7.0,3.0,9,Лицей/гимназия,1,0.6695,0.4548,0.6084,0.5663
706,11,Сино,3.728,5,78.155,4.0,5.0,12,Обычная школа,0,0.2816,0.278,0.2701,0.491
707,11,Шохмансур,4.188,14,79.269,5.0,5.0,14,Обычная школа,0,0.4636,0.3065,0.4833,0.4236
708,11,Сино,3.902,14,85.549,5.0,5.0,9,Обычная школа,1,0.5738,0.1682,0.2214,0.5175
709,11,Сино,3.898,12,81.458,4.0,6.0,8,Обычная школа,0,0.4071,0.0763,0.1817,0.3923
710,11,Сино,4.268,16,82.168,4.0,4.0,7,Обычная школа,1,0.6376,0.3413,0.302,0.3794
711,11,Шохмансур,3.835,11,77.296,4.0,5.0,10,Обычная школа,1,0.286,0.2201,0.2607,0.2426
712,11,Исмоили Сомони,3.86,14,81.631,4.0,6.0,7,Обычная школа,0,0.2749,0.0,0.1985,0.2742
713,11,Шохмансур,4.374,10,74.26,5.0,4.0,9,Обычная школа,1,0.4861,0.4332,0.4674,0.526
714,11,Исмоили Сомони,4.148,14,79.649,4.0,6.0,8,Обычная школа,0,0.385,0.3577,0.2753,0.5662
715,11,Сино,4.598,9,67.447,5.0,4.0,9,Лицей/гимназия,0,0.4934,0.4321,0.4051,0.4647
716,11,Сино,4.277,9,75.256,5.0,4.0,10,Обычная школа,0,0.3582,0.2594,0.2363,0.3837
717,11,Сино,3.98,12,70.883,5.0,5.0,13,Обычная школа,0,0.4201,0.4138,0.5241,0.2336
718,11,Сино,4.027,12,81.468,4.0,6.0,9,Обычная школа,0,0.3806,0.2489,0.2934,0.262
719,11,Исмоили Сомони,4.092,10,75.767,4.0,5.0,18,Обычная школа,1,0.4591,0.3545,0.5423,0.4475
720,11,Сино,4.237,18,85.527,6.0,4.0,12,Лицей/гимназия,1,0.5933,0.313,0.3515,0.4106
721,11,Сино,3.742,6,65.382,4.0,8.0,13,Обычная школа,1,0.2445,0.0873,0.1464,0.2245
722,11,Шохмансур,3.984,15,80.702,2.0,7.0,12,Обычная школа,0,0.189,0.1377,0.2147,0.4535
723,11,Фирдавси,3.812,10,76.06,4.0,5.0,8,Обычная школа,0,0.254,0.2568,0.421,0.4088
724,11,Фирдавси,4.084,13,80.231,3.0,7.0,12,Обычная школа,1,0.2976,0.0714,0.2938,0.2751
725,11,Сино,3.762,12,82.828,4.0,6.0,10,Обычная школа,0,0.4073,0.3948,0.0939,0.2448
726,11,Сино,3.932,10,78.085,3.0,5.0,11,Обычная школа,1,0.4381,0.3484,0.4669,0.154
727,11,Сино,3.652,5,67.732,4.0,7.0,8,Обычная школа,0,0.2703,0.1731,0.3303,0.0727
728,11,Шохмансур,4.421,15,88.993,5.0,4.0,9,Обычная школа,1,0.4234,0.1835,0.2024,0.4954
729,11,Шохмансур,3.951,6,72.667,3.0,7.0,11,Обычная школа,1,0.3506,0.1115,0.4917,0.1929
730,11,Фирдавси,4.042,11,78.399,4.0,5.0,8,Обычная школа,1,0.2912,0.1665,0.2392,0.2594
731,11,Исмоили Сомони,4.317,14,84.435,7.0,5.0,11,Лицей/гимназия,1,0.4877,0.4639,0.2874,0.4291
732,11,Сино,3.901,12,73.912,4.0,7.0,10,Обычная школа,0,0.4187,0.3056,0.5728,0.3975
733,11,Сино,4.228,9,70.954,5.0,5.0,11,Обычная школа,1,0.541,0.2858,0.4158,0.274
734,11,Фирдавси,3.77,5,68.649,5.0,7.0,15,Обычная школа,1,0.3829,0.1109,0.3112,0.2364
735,11,Фирдавси,4.046,14,79.087,4.0,3.0,7,Лицей/гимназия,1,0.3537,0.1751,0.341,0.4553
736,11,Фирдавси,4.128,12,75.7,4.0,6.0,10,Обычная школа,1,0.4953,0.2157,0.3349,0.3125
737,11,Сино,4.497,14,78.623,7.0,5.0,11,Лицей/гимназия,1,0.6037,0.5192,0.3225,0.3132
738,11,Сино,3.942,5,70.624,2.0,6.0,14,Обычная школа,0,0.3256,0.2423,0.4278,0.2478
739,11,Фирдавси,4.4,13,81.221,5.0,5.0,11,Обычная школа,1,0.493,0.2746,0.381,0.4322
740,11,Исмоили Сомони,4.412,9,73.628,4.0,4.0,13,Обычная школа,1,0.5859,0.2769,0.4205,0.0594
741,11,Сино,3.812,11,79.023,4.0,5.0,14,Обычная школа,0,0.4147,0.3395,0.3857,0.2415
742,11,Шохмансур,3.846,10,71.038,4.0,5.0,9,Обычная школа,0,0.5359,0.3507,0.5145,0.288
743,11,Шохмансур,4.145,16,79.432,5.0,4.0,9,Обычная школа,1,0.3809,0.283,0.3512,0.2378
744,11,Шохмансур,3.972,10,74.558,4.0,5.0,12,Обычная школа,1,0.4258,0.083,0.553,0.3889
745,11,Сино,4.291,7,79.1,5.0,4.0,8,Лицей/гимназия,1,0.4856,0.2886,0.3548,0.6086
746,11,Сино,4.747,23,87.577,7.0,4.0,10,Лицей/гимназия,1,0.6814,0.3368,0.5913,0.7071
747,11,Исмоили Сомони,4.201,13,76.422,4.0,5.0,8,Обычная школа,1,0.2999,0.312,0.4918,0.5243
748,11,Шохмансур,3.623,12,79.67,4.0,6.0,9,Обычная школа,1,0.4709,0.3779,0.2886,0.2489
749,11,Шохмансур,3.602,18,82.804,4.0,6.0,8,Обычная школа,1,0.3376,0.2171,0.4288,0.3831
750,11,Исмоили Сомони,4.28,16,86.984,4.0,4.0,8,Лицей/гимназия,1,0.5169,0.3244,0.4855,0.517
751,11,Исмоили Сомони,3.923,7,72.479,3.0,5.0,12,Обычная школа,0,0.2751,0.1825,0.3805,0.2672
752,11,Исмоили Сомони,4.574,17,80.288,6.0,5.0,8,Лицей/гимназия,1,0.6032,0.4175,0.4824,0.4936
753,11,Сино,4.937,17,89.137,6.0,4.0,5,Лицей/гимназия,1,0.5492,0.2586,0.4552,0.5629
754,11,Шохмансур,4.425,11,79.143,6.0,5.0,9,Лицей/гимназия,1,0.4422,0.1772,0.294,0.4625
755,11,Исмоили Сомони,3.944,8,76.926,6.0,6.0,14,Лицей/гимназия,0,0.4376,0.2079,0.2237,0.5202
756,11,Шохмансур,3.377,7,69.924,2.0,6.0,11,Обычная школа,0,0.1063,0.0,0.3126,0.1635
757,11,Шохмансур,4.014,17,85.511,7.0,6.0,7,Обычная школа,1,0.4579,0.2507,0.5405,0.3953
758,11,Сино,3.984,11,82.263,4.0,4.0,9,Лицей/гимназия,1,0.5249,0.1781,0.5121,0.486
759,11,Шохмансур,3.487,10,69.616,5.0,8.0,10,Обычная школа,0,0.2537,0.0877,0.1444,0.3419
760,11,Сино,4.695,17,88.047,5.0,4.0,7,Лицей/гимназия,0,0.567,0.4064,0.5269,0.4625
761,11,Сино,4.342,6,70.299,6.0,5.0,13,Обычная школа,1,0.5459,0.3616,0.2308,0.5647
762,11,Сино,4.646,16,84.738,6.0,3.0,12,Лицей/гимназия,1,0.5965,0.3064,0.4408,0.5159
763,11,Фирдавси,4.158,10,80.252,4.0,4.0,10,Обычная школа,1,0.5334,0.3329,0.4787,0.3563
764,11,Шохмансур,3.937,14,89.215,4.0,5.0,11,Обычная школа,1,0.2272,0.1928,0.1428,0.4678
765,11,Фирдавси,4.178,10,71.213,5.0,6.0,10,Обычная школа,0,0.439,0.4743,0.4241,0.4784
766,11,Исмоили Сомони,4.558,12,79.851,6.0,4.0,10,Лицей/гимназия,1,0.607,0.2154,0.4752,0.5221
767,11,Сино,3.991,10,75.359,3.0,7.0,12,Обычная школа,0,0.3735,0.1841,0.2505,0.3034
768,11,Исмоили Сомони,3.702,14,80.368,4.0,7.0,8,Обычная школа,1,0.2357,0.1542,0.3528,0.4592
769,11,Фирдавси,3.86,10,77.776,4.0,7.0,9,Обычная школа,0,0.3181,0.2793,0.3005,0.388
770,11,Сино,3.897,8,69.82,2.0,6.0,12,Обычная школа,0,0.2144,0.0258,0.3164,0.2075
771,11,Сино,4.024,10,75.3,5.0,5.0,7,Обычная школа,1,0.3842,0.3384,0.479,0.654
772,11,Фирдавси,3.995,14,83.419,4.0,4.0,7,Обычная школа,1,0.4133,0.3571,0.4365,0.3691
773,11,Исмоили Сомони,4.198,11,75.392,7.0,4.0,13,Обычная школа,1,0.623,0.3207,0.6119,0.4447
774,11,Сино,3.938,6,75.5,4.0,6.0,13,Обычная школа,1,0.3164,0.1195,0.1579,0.2185
775,11,Фирдавси,4.316,18,87.922,5.0,5.0,6,Обычная школа,1,0.4572,0.1257,0.371,0.2607
776,11,Фирдавси,4.074,15,81.871,6.0,5.0,7,Лицей/гимназия,1,0.312,0.2904,0.3534,0.4496
777,11,Сино,4.301,13,81.494,5.0,4.0,13,Лицей/гимназия,1,0.563,0.2782,0.5888,0.4436
778,11,Сино,4.271,13,79.29,5.0,5.0,6,Лицей/гимназия,1,0.5177,0.3622,0.6319,0.4263
779,11,Сино,4.316,14,84.104,5.0,4.0,8,Лицей/гимназия,1,0.497,0.3785,0.548,0.4751
780,11,Фирдавси,3.995,16,84.828,6.0,4.0,4,Лицей/гимназия,1,0.5208,0.4815,0.5213,0.54
781,11,Фирдавси,4.497,14,80.899,5.0,3.0,6,Лицей/гимназия,1,0.483,0.0658,0.4613,0.4871
782,11,Сино,4.045,12,75.961,5.0,6.0,10,Обычная школа,1,0.3953,0.2497,0.2081,0.3874
783,11,Шохмансур,3.878,13,80.546,3.0,5.0,9,Обычная школа,1,0.2945,0.23,0.1803,0.3077
784,11,Исмоили Сомони,4.561,16,82.253,5.0,4.0,11,Лицей/гимназия,1,0.553,0.4272,0.5032,0.3418
785,11,Шохмансур,4.337,13,81.499,5.0,4.0,10,Лицей/гимназия,1,0.5209,0.3643,0.5012,0.4635
786,11,Исмоили Сомони,3.924,11,72.12,5.0,4.0,12,Обычная школа,0,0.5255,0.2082,0.3363,0.1397
787,11,Исмоили Сомони,3.951,15,83.467,4.0,6.0,10,Обычная школа,0,0.4154,0.0766,0.3704,0.0974
788,11,Исмоили Сомони,4.082,15,79.756,4.0,5.0,10,Обычная школа,1,0.432,0.2172,0.4548,0.2162
789,11,Исмоили Сомони,3.641,10,80.891,5.0,7.0,8,Обычная школа,0,0.4376,0.1524,0.3332,0.4053
790,11,Исмоили Сомони,4.317,14,85.19,5.0,5.0,13,Лицей/гимназия,1,0.4777,0.3069,0.3989,0.3863
791,11,Сино,3.547,8,72.772,4.0,6.0,13,Обычная школа,0,0.2653,0.1676,0.3322,0.4019
792,11,Фирдавси,3.528,9,81.183,1.0,7.0,9,Обычная школа,0,0.3186,0.2571,0.2174,0.0656
793,11,Фирдавси,4.075,19,85.68,4.0,5.0,5,Обычная школа,1,0.5301,0.3838,0.3036,0.2715
794,11,Фирдавси,4.047,6,72.185,5.0,6.0,11,Обычная школа,1,0.3657,0.2614,0.4053,0.429
795,11,Фирдавси,4.005,11,76.918,5.0,5.0,11,Обычная школа,0,0.441,0.3049,0.3159,0.4957
796,11,Сино,3.661,18,82.719,2.0,7.0,6,Обычная школа,1,0.2646,0.0,0.2552,0.2233
797,11,Фирдавси,4.075,8,78.303,6.0,4.0,11,Лицей/гимназия,1,0.5435,0.3138,0.3372,0.588
798,11,Фирдавси,3.706,4,72.261,5.0,6.0,11,Обычная школа,0,0.321,0.0812,0.1993,0.2496
799,11,Сино,4.429,13,80.999,6.0,4.0,12,Обычная школа,1,0.598,0.2737,0.5634,0.5204
800,11,Фирдавси,4.022,11,78.974,4.0,5.0,10,Обычная школа,1,0.3665,0.3587,0.0,0.5416
801,11,Фирдавси,4.556,18,88.389,5.0,4.0,8,Лицей/гимназия,1,0.5928,0.3514,0.5851,0.4861
802,11,Сино,4.198,13,79.496,7.0,7.0,7,Лицей/гимназия,1,0.4046,0.2515,0.6267,0.125
803,11,Фирдавси,3.657,11,79.908,3.0,6.0,11,Обычная школа,0,0.2645,0.3399,0.2087,0.2939
804,11,Сино,3.63,7,71.562,3.0,6.0,13,Обычная школа,0,0.3648,0.2586,0.2918,0.2773
805,11,Сино,4.374,15,86.031,6.0,5.0,6,Лицей/гимназия,1,0.651,0.2671,0.6331,0.2731
806,11,Сино,3.967,5,67.118,4.0,6.0,13,Обычная школа,0,0.3447,0.2838,0.3339,0.2191
807,11,Сино,4.254,6,75.486,5.0,4.0,11,Обычная школа,1,0.5383,0.3866,0.5975,0.5762
808,11,Шохмансур,4.128,16,85.935,4.0,5.0,12,Обычная школа,1,0.4943,0.2881,0.6105,0.3879
809,11,Фирдавси,4.632,14,76.819,6.0,5.0,12,Лицей/гимназия,0,0.5547,0.2701,0.4506,0.4309
810,11,Фирдавси,3.948,12,76.108,5.0,5.0,12,Обычная школа,1,0.4006,0.1663,0.2811,0.3448
811,11,Фирдавси,3.825,17,83.317,3.0,6.0,12,Обычная школа,1,0.3695,0.1606,0.4165,0.3331
812,11,Фирдавси,3.654,6,69.697,4.0,6.0,11,Обычная школа,0,0.2477,0.1718,0.1914,0.1469
813,11,Исмоили Сомони,4.739,13,83.394,6.0,5.0,8,Лицей/гимназия,1,0.5703,0.4218,0.359,0.4135
814,11,Сино,4.314,12,76.116,5.0,6.0,11,Обычная школа,1,0.3682,0.1043,0.2965,0.2524
815,11,Фирдавси,3.67,11,75.032,3.0,4.0,9,Обычная школа,0,0.36,0.1265,0.3825,0.1326
816,11,Исмоили Сомони,4.468,14,82.741,6.0,2.0,10,Лицей/гимназия,1,0.4197,0.3394,0.3751,0.3345
817,11,Исмоили Сомони,4.051,5,65.755,3.0,5.0,16,Обычная школа,0,0.3629,0.1746,0.3518,0.3221
818,11,Шохмансур,3.953,10,73.692,5.0,6.0,15,Обычная школа,1,0.2643,0.1287,0.4244,0.4163
819,11,Фирдавси,4.427,15,79.891,7.0,4.0,11,Лицей/гимназия,1,0.5048,0.3587,0.4712,0.5658
820,11,Сино,3.513,5,72.032,3.0,6.0,15,Обычная школа,1,0.3033,0.4015,0.2313,0.2522
821,11,Исмоили Сомони,3.452,12,78.71,4.0,6.0,12,Обычная школа,0,0.2596,0.0965,0.3201,0.3777
822,11,Исмоили Сомони,4.154,12,79.985,3.0,6.0,9,Обычная школа,0,0.5295,0.2397,0.4346,0.1047
823,11,Сино,4.679,17,83.405,6.0,4.0,8,Лицей/гимназия,1,0.6108,0.3,0.5877,0.498
824,11,Шохмансур,3.834,15,82.146,4.0,5.0,11,Обычная школа,1,0.4278,0.0686,0.2963,0.5137
825,11,Шохмансур,3.639,8,72.331,4.0,6.0,11,Обычная школа,1,0.38,0.0,0.387,0.1888
826,11,Сино,3.904,9,81.704,5.0,6.0,12,Обычная школа,1,0.2408,0.2029,0.2519,0.3805
827,11,Сино,3.8,5,70.829,6.0,5.0,16,Обычная школа,0,0.4651,0.4382,0.4089,0.4959
828,11,Исмоили Сомони,3.976,16,89.109,5.0,5.0,8,Обычная школа,0,0.5364,0.361,0.3812,0.3072
829,11,Сино,3.889,13,77.492,3.0,6.0,8,Обычная школа,0,0.3258,0.1327,0.084,0.3844
830,11,Фирдавси,4.078,19,83.27,3.0,5.0,9,Обычная школа,1,0.3634,0.2569,0.4342,0.4961
831,11,Исмоили Сомони,3.823,13,79.122,6.0,5.0,11,Обычная школа,0,0.4265,0.1825,0.4696,0.3369
832,11,Исмоили Сомони,4.813,16,86.022,7.0,3.0,10,Лицей/гимназия,1,0.6912,0.351,0.5822,0.5282
833,11,Сино,4.223,11,77.749,6.0,4.0,10,Обычная школа,0,0.51,0.172,0.4848,0.4605
834,11,Фирдавси,3.923,12,79.944,4.0,6.0,11,Обычная школа,1,0.3271,0.2148,0.4228,0.2091
835,11,Шохмансур,3.525,6,66.702,3.0,7.0,12,Обычная школа,0,0.3327,0.1337,0.2334,0.1758
836,11,Исмоили Сомони,4.012,9,73.831,5.0,4.0,10,Обычная школа,1,0.4492,0.2186,0.3779,0.4075
837,11,Шохмансур,3.591,10,75.107,3.0,6.0,8,Обычная школа,1,0.3802,0.2735,0.1592,0.2447
838,11,Сино,4.153,16,78.255,4.0,5.0,8,Обычная школа,1,0.3568,0.0258,0.5216,0.4632
839,11,Сино,4.235,16,83.963,5.0,4.0,9,Лицей/гимназия,1,0.5144,0.4245,0.6055,0.3676
840,11,Исмоили Сомони,4.058,8,76.993,4.0,5.0,10,Обычная школа,0,0.4884,0.3407,0.3179,0.3434
841,11,Исмоили Сомони,4.134,12,81.801,6.0,5.0,12,Лицей/гимназия,1,0.3615,0.3098,0.3988,0.5176
842,11,Фирдавси,3.785,5,73.105,3.0,5.0,8,Обычная школа,0,0.1183,0.1188,0.2054,0.2265
843,11,Шохмансур,4.06,13,81.406,4.0,5.0,9,Обычная школа,1,0.4101,0.0765,0.4177,0.2465
844,11,Сино,4.082,16,84.133,2.0,7.0,6,Обычная школа,0,0.2052,0.0699,0.2415,0.2955
845,11,Фирдавси,4.116,10,75.281,6.0,4.0,10,Обычная школа,1,0.3009,0.0,0.3391,0.4399
846,11,Сино,4.357,6,69.409,5.0,4.0,12,Лицей/гимназия,1,0.449,0.1305,0.438,0.3882
847,11,Сино,3.757,12,78.799,5.0,5.0,13,Обычная школа,0,0.318,0.0737,0.2362,0.6492
848,11,Шохмансур,4.258,9,74.197,4.0,7.0,9,Обычная школа,1,0.325,0.1562,0.3838,0.3353
849,11,Исмоили Сомони,4.808,15,78.865,5.0,3.0,12,Лицей/гимназия,1,0.6389,0.2858,0.4147,0.5461
850,11,Сино,4.513,12,76.684,6.0,6.0,11,Лицей/гимназия,1,0.5772,0.3804,0.4706,0.2702
851,11,Сино,4.282,8,71.689,5.0,3.0,14,Лицей/гимназия,0,0.4606,0.0958,0.4351,0.6089
852,11,Шохмансур,3.938,13,79.678,4.0,4.0,12,Обычная школа,0,0.4694,0.4054,0.4165,0.352
853,11,Шохмансур,4.264,13,84.06,6.0,5.0,10,Лицей/гимназия,1,0.505,0.1905,0.4656,0.56
854,11,Сино,4.253,13,83.579,4.0,4.0,11,Лицей/гимназия,1,0.5523,0.5508,0.542,0.4429
855,11,Исмоили Сомони,3.655,13,80.365,2.0,5.0,8,Обычная школа,0,0.4223,0.4129,0.0478,0.4815
856,11,Исмоили Сомони,4.74,11,75.065,6.0,3.0,10,Лицей/гимназия,1,0.6057,0.2333,0.4396,0.5175
857,11,Исмоили Сомони,3.976,9,72.846,4.0,5.0,15,Обычная школа,0,0.3365,0.2717,0.3823,0.3919
858,11,Исмоили Сомони,3.816,10,73.98,5.0,5.0,9,Обычная школа,0,0.3662,0.364,0.3799,0.3399
859,11,Сино,4.558,14,82.592,6.0,3.0,11,Лицей/гимназия,1,0.4925,0.1204,0.5031,0.4861
860,11,Исмоили Сомони,4.199,17,82.345,5.0,5.0,8,Лицей/гимназия,1,0.4005,0.1611,0.3697,0.4105
861,11,Фирдавси,4.011,8,72.716,5.0,6.0,13,Обычная школа,1,0.3756,0.2436,0.3147,0.4771
862,11,Исмоили Сомони,3.796,9,74.453,4.0,6.0,14,Обычная школа,0,0.2591,0.1536,0.217,0.3903
863,11,Фирдавси,4.679,9,76.998,4.0,5.0,12,Лицей/гимназия,1,0.4967,0.3337,0.3166,0.5016
864,11,Фирдавси,4.582,14,78.176,5.0,5.0,8,Лицей/гимназия,0,0.5125,0.1214,0.6325,0.334
865,11,Сино,4.165,15,81.848,4.0,7.0,4,Обычная школа,1,0.6597,0.3573,0.6721,0.3129
866,11,Фирдавси,3.777,22,88.944,4.0,5.0,5,Обычная школа,1,0.3587,0.2313,0.1918,0.4388
867,11,Сино,4.171,16,85.285,6.0,3.0,5,Лицей/гимназия,1,0.5434,0.3655,0.3944,0.7114
868,11,Шохмансур,3.836,13,75.019,4.0,5.0,9,Обычная школа,0,0.3925,0.1381,0.165,0.3418
869,11,Исмоили Сомони,4.264,14,83.717,6.0,4.0,10,Лицей/гимназия,1,0.5818,0.418,0.4649,0.3962
870,11,Сино,4.032,12,80.305,5.0,4.0,7,Лицей/гимназия,1,0.473,0.044,0.4947,0.2895
871,11,Сино,4.327,11,83.117,5.0,5.0,10,Обычная школа,1,0.547,0.4815,0.5465,0.3295
872,11,Фирдавси,3.769,6,72.778,3.0,5.0,13,Обычная школа,0,0.1193,0.2265,0.2936,0.1121
873,11,Шохмансур,4.116,11,76.054,5.0,5.0,14,Обычная школа,0,0.364,0.1139,0.3151,0.4063
874,11,Исмоили Сомони,4.058,12,81.639,5.0,5.0,10,Обычная школа,0,0.3453,0.0,0.4163,0.4159
875,11,Исмоили Сомони,4.452,11,77.688,5.0,4.0,8,Лицей/гимназия,1,0.4031,0.3551,0.5083,0.347
876,11,Сино,3.855,9,71.862,2.0,6.0,13,Обычная школа,0,0.1543,0.1999,0.1039,0.3407
877,11,Фирдавси,4.27,12,81.313,5.0,4.0,11,Обычная школа,1,0.4447,0.2935,0.4637,0.43
878,11,Фирдавси,3.553,9,77.662,5.0,7.0,11,Обычная школа,1,0.2512,0.183,0.0972,0.4787
879,11,Фирдавси,3.855,5,66.922,4.0,4.0,10,Обычная школа,1,0.2525,0.1351,0.3849,0.2319
880,11,Исмоили Сомони,4.082,13,76.328,5.0,3.0,11,Обычная школа,1,0.5352,0.1979,0.3737,0.3587
881,11,Сино,4.087,12,78.071,5.0,5.0,11,Обычная школа,1,0.3726,0.1269,0.3086,0.4773
882,11,Исмоили Сомони,4.169,10,73.13,4.0,4.0,8,Лицей/гимназия,0,0.4766,0.3776,0.3782,0.4025
883,11,Фирдавси,3.995,6,71.551,2.0,5.0,14,Обычная школа,0,0.3057,0.1372,0.1901,0.3243
884,11,Шохмансур,3.605,17,87.862,2.0,7.0,9,Обычная школа,0,0.1448,0.0,0.0179,0.3532
885,11,Сино,4.07,10,76.849,6.0,5.0,10,Обычная школа,0,0.6274,0.3925,0.503,0.6651
886,11,Исмоили Сомони,4.856,21,95.219,6.0,3.0,5,Лицей/гимназия,1,0.6457,0.1287,0.6854,0.5789
887,11,Исмоили Сомони,4.278,14,83.906,4.0,5.0,9,Лицей/гимназия,1,0.696,0.3128,0.5656,0.3531
888,11,Исмоили Сомони,4.644,17,82.783,7.0,3.0,9,Лицей/гимназия,1,0.5256,0.2695,0.4463,0.5169
889,11,Шохмансур,3.643,10,70.479,4.0,5.0,13,Обычная школа,0,0.1411,0.1275,0.0885,0.3935
890,11,Шохмансур,4.001,10,75.357,3.0,5.0,12,Обычная школа,0,0.5007,0.2002,0.6235,0.1985
891,11,Исмоили Сомони,4.688,11,82.828,8.0,2.0,10,Лицей/гимназия,1,0.6903,0.2681,0.4817,0.6408
892,11,Сино,4.558,18,83.91,6.0,6.0,8,Лицей/гимназия,1,0.5732,0.3461,0.4795,0.2573
893,11,Фирдавси,4.507,18,90.957,6.0,3.0,7,Лицей/гимназия,1,0.5713,0.267,0.4949,0.587
894,11,Фирдавси,4.442,12,80.337,6.0,4.0,8,Лицей/гимназия,1,0.6408,0.486,0.6405,0.3192
895,11,Шохмансур,4.504,13,81.812,6.0,4.0,5,Лицей/гимназия,1,0.5024,0.2196,0.3418,0.4768
896,11,Фирдавси,4.104,8,74.957,4.0,5.0,18,Обычная школа,1,0.3526,0.1667,0.4399,0.1876
897,11,Сино,4.091,12,81.853,5.0,5.0,7,Лицей/гимназия,0,0.4984,0.3288,0.506,0.5552
898,11,Сино,3.502,14,79.492,1.0,8.0,12,Обычная школа,1,0.0857,0.1458,0.1847,0.2876
899,11,Сино,3.979,16,85.982,6.0,7.0,9,Обычная школа,0,0.4893,0.0759,0.2557,0.4058
900,11,Шохмансур,3.96,8,72.959,3.0,5.0,12,Обычная школа,0,0.3741,0.2447,0.4783,0.2391
901,11,Сино,4.301,11,78.953,5.0,5.0,8,Обычная школа,1,0.395,0.1688,0.3737,0.4147
902,11,Исмоили Сомони,4.413,15,85.104,5.0,5.0,11,Лицей/гимназия,1,0.4192,0.3365,0.352,0.5045
903,11,Исмоили Сомони,3.678,9,79.635,5.0,7.0,9,Обычная школа,0,0.3255,0.3181,0.3156,0.3929
904,11,Сино,4.626,17,86.032,6.0,3.0,7,Лицей/гимназия,1,0.6521,0.2944,0.3793,0.3015
905,11,Шохмансур,3.795,9,73.682,3.0,7.0,12,Обычная школа,0,0.1866,0.0249,0.3082,0.3082
906,11,Исмоили Сомони,3.775,8,75.785,3.0,8.0,12,Обычная школа,1,0.2793,0.3574,0.167,0.1746
907,11,Шохмансур,4.161,21,90.487,3.0,6.0,4,Обычная школа,1,0.3288,0.3553,0.4134,0.266
908,11,Сино,4.3,12,81.964,6.0,4.0,11,Лицей/гимназия,1,0.5036,0.1915,0.4617,0.4544
909,11,Шохмансур,3.884,12,80.732,4.0,5.0,12,Обычная школа,0,0.3396,0.1482,0.4353,0.3149
910,11,Фирдавси,4.31,15,77.967,5.0,5.0,11,Лицей/гимназия,0,0.5875,0.2599,0.4787,0.3577
911,11,Фирдавси,3.846,15,80.475,4.0,5.0,10,Обычная школа,1,0.4706,0.1695,0.4952,0.0949
912,11,Сино,4.193,15,84.534,7.0,7.0,8,Лицей/гимназия,0,0.4577,0.3448,0.406,0.5062
